Customer_ID,Age,Gender,City,Occupation,Monthly_Income,Account_Type,Account_Tenure_Years,Avg_Monthly_Balance,Credit_Score,Number_of_Transactions,Last_Transaction_Days_Ago,Internet_Banking_Active,Mobile_App_Login_Freq,UPI_Transactions,Loan_Applied,Loan_Status,Complaint_Count,Customer_Service_Calls,Debit_Card_Usage,Credit_Card_Utilization,Reward_Points_Used,FD_Investment,Insurance_Product,Salary_Account,Relationship_Manager_Assigned,Competitor_Bank_Usage,Cashback_Offer_Response,Avg_UPI_Spend,Financial_Stress_Score,Digital_Engagement_Score,Product_Holding_Count,Estimated_Churn_Risk,Churn_Status,Retention_Recommendation
100957,50,Female,Hyderabad      ,Freelancer,116781,Savings,3,7144,767,20,3,Yes,3,0,Yes,Approved,2,5,High  ,27.46,676,Yes,No             ,No ,No ,No ,Accepted,10140.94,56,2,2,20,No             ,Offer zero-balance upgrade      
100958,46,Female,Bangalore      ,Government,55117,Salary ,10,51616,595,56,91,Yes,8,63,Yes,Approved,1,3,Low   ,62.68,597,No ,Yes            ,Yes,No ,No ,Rejected,7173.86,29,26,3,35,No             ,Loyalty rewards program         
100959,27,Female,Mumbai         ,Freelancer,40007,Current,9,40083,774,42,90,No ,0,42,No ,No Loan ,2,3,Medium,90.31,209,No ,Yes            ,Yes,No ,No ,Rejected,3138.21,39,14,2,40,No             ,Send cashback offers            
100960,54,Male  ,Delhi          ,Student   ,93496,Current,5,45851,629,76,18,Yes,10,18,No ,No Loan ,1,4,High  ,75.13,109,No ,No             ,No ,Yes,No ,Accepted,2779.25,32,12,0,10,No             ,Cross-sell FD and insurance     
100961,47,Female,Bhopal         ,Retired   ,15000,Salary ,14,56395,635,46,6,Yes,8,35,No ,No Loan ,2,3,Low   ,55.1,701,Yes,No             ,No ,No ,Yes,Rejected,4932.02,31,17,1,10,No             ,Cross-sell FD and insurance     
100962,29,Female,Bhopal         ,Government,71619,Current,12,500,666,35,105,Yes,9,54,Yes,Approved,0,2,Medium,93.6,0,No ,Yes            ,No ,No ,No ,Accepted,13376.81,49,24,2,45,Yes            ,Offer zero-balance upgrade      
100963,23,Male  ,Hyderabad      ,Freelancer,83030,Savings,13,40955,629,45,52,No ,3,33,Yes,Approved,1,4,Medium,41.72,463,Yes,Yes            ,Yes,No ,No ,Rejected,2650.67,34,13,4,0,No             ,Loyalty rewards program         
100965,47,Male  ,Pune           ,Student   ,43331,Salary ,2,44931,653,61,21,No ,16,2,No ,No Loan ,5,6,High  ,76.3,423,No ,No             ,No ,No ,No ,Ignored ,14285.16,52,11,0,25,No             ,Assign priority customer support
100966,51,Male  ,Chennai        ,Business  ,22960,Salary ,8,120591,626,1,95,Yes,8,65,No ,No Loan ,2,4,High  ,44.7,354,No ,No             ,Yes,No ,Yes,Ignored ,4703.33,0,27,1,35,No             ,Cross-sell FD and insurance     
100967,36,Male  ,Bangalore      ,Freelancer,69339,Current,13,5442,731,32,100,Yes,16,29,Yes,Approved,3,3,Low   ,63.16,549,Yes,No             ,Yes,Yes,No ,Accepted,6532.98,62,20,3,60,Yes            ,Offer zero-balance upgrade      
100968,36,Female,Delhi          ,Business  ,91188,Savings,10,22379,701,33,58,No ,0,43,Yes,Approved,3,6,High  ,14.68,558,No ,No             ,No ,No ,Yes,Accepted,8069.81,53,14,1,40,No             ,Send cashback offers            
100970,44,Female,Bhopal         ,Salaried  ,83321,Salary ,3,500,606,64,11,Yes,11,32,Yes,Approved,0,2,Low   ,79.14,332,No ,No             ,No ,No ,Yes,Accepted,1028.77,49,18,1,30,No             ,Offer zero-balance upgrade      
100971,63,Male  ,Chennai        ,Retired   ,77203,Salary ,14,52893,708,1,27,Yes,9,22,Yes,Approved,1,2,Low   ,30.16,429,Yes,No             ,Yes,No ,No ,Rejected,14961.3,28,13,3,0,No             ,Loyalty rewards program         
100972,60,Male  ,Mumbai         ,Student   ,45774,Savings,3,35270,670,48,115,Yes,16,21,Yes,Approved,0,3,Low   ,59.28,118,No ,No             ,No ,No ,No ,Ignored ,7260.33,32,17,1,35,No             ,Cross-sell FD and insurance     
100973,51,Male  ,Chennai        ,Freelancer,95206,Current,11,45836,732,47,36,Yes,10,33,Yes,Approved,3,6,Medium,22.76,593,No ,No             ,Yes,No ,Yes,Rejected,2734.83,42,17,2,15,No             ,Assign priority customer support
100974,30,Male  ,Pune           ,Freelancer,112534,Salary ,12,39644,774,32,40,Yes,14,15,No ,No Loan ,0,3,Medium,39.27,588,No ,Yes            ,No ,No ,Yes,Ignored ,4274.59,30,14,1,10,No             ,Cross-sell FD and insurance     
100975,23,Female,Bhopal         ,Government,19491,Current,11,7358,681,44,87,No ,19,28,Yes,Pending ,1,4,Medium,20.83,384,No ,No             ,Yes,No ,Yes,Ignored ,7776.37,51,22,2,45,Yes            ,Offer zero-balance upgrade      
100976,28,Female,Kolkata        ,Government,40870,Savings,2,11870,663,53,84,Yes,4,18,No ,No Loan ,1,1,High  ,82.41,91,No ,No             ,Yes,Yes,Yes,Accepted,1629.53,49,8,1,35,No             ,Cross-sell FD and insurance     
100978,24,Female,Bangalore      ,Salaried  ,33654,Savings,12,28100,774,66,92,Yes,0,18,No ,No Loan ,1,4,Medium,83.17,0,No ,No             ,Yes,No ,Yes,Accepted,3608.06,40,6,1,50,Yes            ,Send cashback offers            
100979,44,Female,Chennai        ,Business  ,42816,Salary ,12,31725,699,66,52,No ,13,59,Yes,Rejected,2,2,Low   ,57.96,254,Yes,Yes            ,Yes,No ,No ,Accepted,5843.66,44,28,4,20,No             ,Provide secured loan offer      
100980,58,Male  ,Bangalore      ,Student   ,54166,Savings,9,57017,535,50,38,Yes,3,23,No ,No Loan ,0,1,High  ,69.84,483,No ,No             ,Yes,Yes,No ,Ignored ,2998.48,21,9,1,20,No             ,Cross-sell FD and insurance     
100981,61,Male  ,Kolkata        ,Government,40122,Salary ,13,29334,803,46,87,Yes,22,24,No ,No Loan ,1,4,Low   ,64.62,897,Yes,Yes            ,Yes,Yes,No ,Accepted,6021.75,40,22,3,25,No             ,Loyalty rewards program         
100982,59,Male  ,Bhopal         ,Student   ,101936,Savings,13,51169,524,27,2,Yes,8,59,No ,No Loan ,1,3,Medium,31.8,563,Yes,No             ,Yes,No ,Yes,Rejected,9156.96,29,25,2,10,No             ,Loyalty rewards program         
100983,53,Female,Hyderabad      ,Salaried  ,29921,Salary ,3,113975,598,55,104,Yes,19,63,No ,No Loan ,3,5,Low   ,20.13,529,Yes,No             ,Yes,No ,No ,Ignored ,9107.03,8,33,2,50,Yes            ,Assign priority customer support
100984,24,Female,Hyderabad      ,Salaried  ,33145,Current,6,16220,615,52,67,No ,5,14,No ,No Loan ,1,4,Low   ,86.36,197,No ,No             ,Yes,No ,Yes,Ignored ,2522.38,46,8,1,35,No             ,Cross-sell FD and insurance     
100985,60,Male  ,Bangalore      ,Freelancer,83607,Current,2,33894,706,68,98,Yes,18,40,Yes,Rejected,2,3,High  ,66.82,840,No ,No             ,Yes,No ,Yes,Ignored ,12603.96,43,25,2,45,Yes            ,Provide secured loan offer      
100986,62,Male  ,Chennai        ,Salaried  ,70575,Current,1,42067,822,51,59,No ,2,56,No ,No Loan ,0,1,Medium,30.93,718,Yes,Yes            ,Yes,No ,Yes,Accepted,4864.34,28,20,3,15,No             ,Send cashback offers            
100987,35,Male  ,Hyderabad      ,Government,40600,Salary ,2,52114,677,49,29,Yes,11,57,Yes,Approved,1,1,High  ,77.31,435,No ,Yes            ,No ,No ,No ,Accepted,9408.55,28,26,2,0,No             ,Loyalty rewards program         
100988,46,Male  ,Delhi          ,Retired   ,99040,Salary ,13,34186,700,45,68,Yes,0,13,No ,No Loan ,0,2,Medium,31.2,336,Yes,Yes            ,No ,Yes,No ,Rejected,1683.83,32,4,2,40,No             ,Send cashback offers            
100989,57,Female,Bangalore      ,Freelancer,79981,Current,7,58957,672,28,103,No ,0,15,No ,No Loan ,1,4,High  ,89.64,567,Yes,No             ,No ,No ,Yes,Ignored ,8011.06,25,5,1,50,Yes            ,Send cashback offers            
100990,31,Female,Bhopal         ,Salaried  ,76342,Savings,8,66957,717,41,37,Yes,10,56,No ,No Loan ,1,4,High  ,18.04,76,Yes,Yes            ,Yes,Yes,Yes,Rejected,9917.56,21,25,3,0,No             ,Loyalty rewards program         
100991,52,Female,Kolkata        ,Freelancer,54659,Salary ,7,46253,766,1,21,Yes,10,65,No ,No Loan ,4,4,Low   ,67.12,168,Yes,No             ,No ,No ,No ,Rejected,9959.44,46,28,1,25,No             ,Assign priority customer support
100992,56,Male  ,Chennai        ,Salaried  ,41638,Savings,11,94366,698,43,9,Yes,5,29,No ,No Loan ,2,3,Medium,65.99,553,No ,Yes            ,No ,No ,Yes,Accepted,9287,12,13,1,10,No             ,Cross-sell FD and insurance     
100993,48,Male  ,Chennai        ,Student   ,59769,Salary ,2,61574,744,75,14,No ,0,27,No ,No Loan ,0,3,Low   ,59.12,345,No ,No             ,No ,No ,No ,Ignored ,12629.67,19,9,0,25,No             ,Send cashback offers            
100995,30,Male  ,Bangalore      ,Student   ,62687,Savings,5,65873,639,70,29,Yes,21,0,No ,No Loan ,1,2,Medium,53.06,451,Yes,Yes            ,No ,No ,Yes,Rejected,8507.32,22,14,2,0,No             ,Loyalty rewards program         
100997,40,Female,Bhopal         ,Freelancer,28782,Salary ,5,500,804,44,106,Yes,13,23,Yes,Approved,5,6,Medium,61.76,529,No ,No             ,Yes,No ,Yes,Accepted,8859.86,74,16,2,60,Yes            ,Offer zero-balance upgrade      
100998,35,Female,Hyderabad      ,Government,96468,Savings,13,57731,745,31,118,Yes,17,49,No ,No Loan ,1,3,Medium,88.37,336,No ,No             ,No ,No ,No ,Rejected,8268.82,26,27,0,35,No             ,Cross-sell FD and insurance     
101000,38,Female,Bhopal         ,Student   ,16892,Salary ,9,39337,672,41,88,Yes,16,54,Yes,Approved,2,3,Low   ,29.35,224,No ,Yes            ,No ,No ,No ,Accepted,12646.8,40,28,2,25,No             ,Loyalty rewards program         
101002,24,Female,Kolkata        ,Retired   ,45968,Salary ,2,49517,671,52,78,Yes,1,7,No ,No Loan ,3,6,Medium,29.81,402,No ,No             ,Yes,Yes,No ,Rejected,13225.71,40,3,1,65,Yes            ,Send cashback offers            
101003,24,Male  ,Pune           ,Student   ,99455,Savings,2,14652,672,59,41,Yes,16,66,No ,No Loan ,2,3,Low   ,70.76,417,No ,No             ,Yes,No ,No ,Rejected,5389.72,52,32,1,10,No             ,Cross-sell FD and insurance     
101004,25,Male  ,Pune           ,Student   ,58407,Savings,12,56738,700,68,3,Yes,3,39,No ,No Loan ,1,4,High  ,74.45,754,No ,Yes            ,Yes,No ,Yes,Rejected,14573.92,26,15,2,0,No             ,Loyalty rewards program         
101005,21,Male  ,Bangalore      ,Government,99825,Savings,6,71704,459,51,29,Yes,5,13,Yes,Pending ,0,0,High  ,28.36,260,No ,No             ,Yes,No ,No ,Accepted,9072.78,14,7,2,10,No             ,Loyalty rewards program         
101006,32,Female,Bhopal         ,Government,47341,Savings,9,34856,499,60,61,No ,4,13,No ,No Loan ,1,1,Low   ,52.91,125,No ,No             ,No ,No ,Yes,Accepted,9263.59,37,7,0,45,Yes            ,Cross-sell FD and insurance     
101007,31,Female,Mumbai         ,Salaried  ,60329,Salary ,11,23891,661,40,21,Yes,6,41,No ,No Loan ,2,2,Medium,22.66,353,No ,No             ,No ,Yes,No ,Ignored ,13337.19,48,17,0,10,No             ,Cross-sell FD and insurance     
101008,60,Female,Pune           ,Salaried  ,119769,Savings,11,42911,705,55,8,Yes,18,45,Yes,Pending ,5,7,Low   ,26.46,346,Yes,Yes            ,Yes,No ,Yes,Ignored ,5242.64,53,27,4,15,No             ,Assign priority customer support
101009,50,Male  ,Pune           ,Salaried  ,15000,Savings,5,15879,615,29,4,Yes,1,37,No ,No Loan ,1,3,High  ,14.69,511,Yes,Yes            ,Yes,Yes,No ,Rejected,10273.84,47,13,3,15,No             ,Send cashback offers            
101010,34,Female,Hyderabad      ,Salaried  ,57073,Current,12,8130,813,74,54,Yes,1,37,No ,No Loan ,2,5,High  ,45.71,312,No ,Yes            ,Yes,Yes,Yes,Ignored ,8146.21,55,13,2,35,No             ,Send cashback offers            
101011,45,Male  ,Bangalore      ,Government,57750,Savings,12,37039,797,61,61,Yes,19,18,Yes,Rejected,2,4,Low   ,20.99,263,No ,No             ,Yes,Yes,No ,Accepted,10957.17,41,18,2,45,Yes            ,Provide secured loan offer      
101012,57,Female,Bangalore      ,Retired   ,54872,Salary ,6,500,790,34,64,No ,13,33,No ,No Loan ,4,4,Medium,21.73,267,Yes,No             ,Yes,Yes,No ,Accepted,7494.54,69,19,2,60,Yes            ,Offer zero-balance upgrade      
101013,60,Female,Chennai        ,Business  ,59557,Current,8,48434,548,25,86,Yes,7,0,Yes,Rejected,4,5,Medium,44.49,652,No ,Yes            ,Yes,No ,No ,Accepted,14837.54,45,4,3,70,Yes            ,Provide secured loan offer      
101014,47,Female,Bangalore      ,Government,111603,Savings,14,500,808,27,40,No ,0,30,Yes,Approved,4,5,High  ,17.03,641,Yes,No             ,No ,No ,Yes,Accepted,4894.38,69,10,2,50,Yes            ,Send cashback offers            
101015,54,Female,Hyderabad      ,Salaried  ,71237,Salary ,6,22278,572,76,36,Yes,11,47,No ,No Loan ,2,4,Low   ,91.08,280,No ,No             ,No ,Yes,No ,Ignored ,3466.14,48,23,0,20,No             ,Cross-sell FD and insurance     
101016,41,Male  ,Chennai        ,Retired   ,69906,Current,5,61163,549,41,35,No ,7,41,No ,No Loan ,2,5,Low   ,56.89,612,No ,No             ,No ,Yes,No ,Accepted,4967.99,29,18,0,20,No             ,Cross-sell FD and insurance     
101017,38,Male  ,Bangalore      ,Government,88423,Savings,6,64708,760,60,111,No ,18,27,Yes,Approved,2,2,Medium,64.65,509,Yes,No             ,Yes,No ,No ,Accepted,13643.08,27,21,3,25,No             ,Loyalty rewards program         
101018,60,Male  ,Bhopal         ,Retired   ,85474,Savings,9,34226,689,52,6,Yes,17,51,No ,No Loan ,1,4,Low   ,73.01,418,No ,No             ,No ,No ,No ,Rejected,1823.55,37,28,0,10,No             ,Cross-sell FD and insurance     
101019,55,Female,Hyderabad      ,Retired   ,79465,Savings,2,100263,735,39,26,Yes,20,47,Yes,Approved,0,2,Medium,78.17,692,No ,No             ,Yes,No ,Yes,Ignored ,13545.95,0,29,2,0,No             ,Loyalty rewards program         
101021,60,Female,Kolkata        ,Student   ,100947,Current,14,46715,773,73,33,No ,1,18,Yes,Approved,0,0,High  ,30.02,411,No ,Yes            ,Yes,No ,Yes,Accepted,14130.65,26,6,3,15,No             ,Send cashback offers            
101022,57,Female,Pune           ,Freelancer,28708,Salary ,1,83026,733,36,3,Yes,19,50,No ,No Loan ,1,1,High  ,32.49,0,No ,Yes            ,No ,No ,Yes,Accepted,9099.42,13,29,1,10,No             ,Cross-sell FD and insurance     
101023,21,Female,Mumbai         ,Salaried  ,24857,Savings,12,65407,676,38,83,Yes,18,62,Yes,Approved,2,4,Medium,54.47,850,No ,No             ,No ,No ,Yes,Rejected,1620.71,27,32,1,35,No             ,Cross-sell FD and insurance     
101024,29,Female,Mumbai         ,Freelancer,65537,Current,14,86586,566,56,111,Yes,0,21,No ,No Loan ,2,3,Low   ,48.3,149,No ,Yes            ,Yes,No ,No ,Rejected,10380.9,16,7,2,50,Yes            ,Send cashback offers            
101026,33,Female,Chennai        ,Freelancer,40308,Current,11,19532,585,78,111,Yes,4,53,No ,No Loan ,1,3,High  ,19.88,217,Yes,No             ,No ,No ,No ,Ignored ,3691.24,45,20,1,45,Yes            ,Cross-sell FD and insurance     
101027,59,Female,Mumbai         ,Salaried  ,76195,Current,7,29773,687,64,7,Yes,5,24,No ,No Loan ,2,3,High  ,72.9,235,Yes,No             ,Yes,Yes,No ,Rejected,10601.17,45,11,2,0,No             ,Loyalty rewards program         
101028,64,Female,Mumbai         ,Freelancer,114956,Savings,5,7834,646,35,109,Yes,11,5,Yes,Approved,2,3,Medium,64.89,323,No ,No             ,Yes,No ,Yes,Rejected,2178.59,56,9,2,45,Yes            ,Offer zero-balance upgrade      
101030,58,Female,Hyderabad      ,Government,38462,Savings,6,47572,608,76,40,Yes,2,36,Yes,Approved,2,3,Medium,42.93,748,Yes,Yes            ,Yes,Yes,Yes,Accepted,2013.09,36,13,4,15,No             ,Send cashback offers            
101031,45,Male  ,Kolkata        ,Freelancer,76277,Current,14,69938,683,48,83,Yes,5,72,No ,No Loan ,3,6,Medium,80.38,392,Yes,Yes            ,Yes,No ,Yes,Ignored ,7613.53,30,27,3,40,No             ,Assign priority customer support
101032,59,Male  ,Hyderabad      ,Government,43984,Current,13,52220,765,52,82,Yes,6,37,No ,No Loan ,2,4,High  ,61.04,790,Yes,Yes            ,No ,No ,No ,Ignored ,11768.26,33,16,2,25,No             ,Loyalty rewards program         
101033,46,Male  ,Chennai        ,Salaried  ,74222,Salary ,7,46083,642,1,2,Yes,2,24,Yes,Pending ,1,2,High  ,84.06,582,No ,No             ,No ,Yes,No ,Rejected,12133.38,31,9,1,25,No             ,Send cashback offers            
101034,21,Female,Delhi          ,Student   ,69462,Current,13,50027,578,39,3,Yes,0,37,No ,No Loan ,0,1,Medium,68,467,No ,Yes            ,No ,Yes,No ,Ignored ,7212.72,24,12,1,35,No             ,Send cashback offers            
101035,33,Female,Mumbai         ,Government,56722,Savings,9,45733,691,50,12,Yes,2,38,No ,No Loan ,0,2,Medium,19.62,429,No ,Yes            ,Yes,Yes,Yes,Rejected,14506.27,27,14,2,15,No             ,Send cashback offers            
101036,64,Female,Bhopal         ,Retired   ,80623,Current,3,2344,649,75,66,Yes,5,25,Yes,Approved,1,1,Low   ,70.21,82,No ,No             ,No ,No ,Yes,Rejected,1686.31,53,11,1,55,Yes            ,Offer zero-balance upgrade      
101037,59,Male  ,Kolkata        ,Student   ,41018,Current,8,85997,798,53,18,Yes,13,67,No ,No Loan ,2,2,High  ,74.86,494,No ,No             ,Yes,No ,No ,Accepted,9086.64,17,31,1,10,No             ,Cross-sell FD and insurance     
101038,28,Female,Kolkata        ,Student   ,66581,Current,9,36838,669,46,12,Yes,19,36,No ,No Loan ,5,8,Low   ,54.42,34,No ,Yes            ,No ,Yes,No ,Accepted,7119.9,56,24,1,25,No             ,Assign priority customer support
101039,53,Female,Mumbai         ,Salaried  ,67158,Salary ,1,500,562,76,108,Yes,0,24,No ,No Loan ,1,3,High  ,90.92,170,Yes,Yes            ,No ,No ,Yes,Ignored ,8672.99,54,8,2,70,Yes            ,Send cashback offers            
101040,46,Male  ,Chennai        ,Retired   ,85677,Current,5,59421,644,57,108,Yes,5,48,Yes,Approved,0,2,Low   ,32.28,727,Yes,Yes            ,No ,No ,No ,Accepted,4395.98,20,19,3,25,No             ,Loyalty rewards program         
101042,31,Female,Hyderabad      ,Business  ,89400,Salary ,14,75725,763,27,16,No ,5,32,No ,No Loan ,1,2,Medium,59.32,166,No ,No             ,Yes,Yes,Yes,Ignored ,9011.68,17,14,1,10,No             ,Cross-sell FD and insurance     
101043,53,Female,Hyderabad      ,Freelancer,95429,Salary ,11,54570,786,35,83,Yes,22,34,No ,No Loan ,1,3,Medium,65.51,155,No ,No             ,No ,Yes,No ,Ignored ,3207.68,27,26,0,35,No             ,Cross-sell FD and insurance     
101045,30,Female,Bangalore      ,Salaried  ,47466,Salary ,1,15331,692,81,74,No ,8,0,Yes,Approved,1,4,High  ,38.58,134,No ,Yes            ,Yes,Yes,No ,Rejected,2864.63,47,5,3,25,No             ,Loyalty rewards program         
101046,32,Male  ,Delhi          ,Salaried  ,82391,Savings,1,14182,742,42,51,No ,24,43,Yes,Rejected,3,4,High  ,33.7,594,No ,Yes            ,No ,Yes,No ,Accepted,12802.32,57,30,2,35,No             ,Provide secured loan offer      
101048,30,Female,Delhi          ,Retired   ,56944,Current,1,500,703,63,10,Yes,20,32,Yes,Approved,0,0,Low   ,21.96,884,No ,No             ,Yes,No ,No ,Rejected,581.67,49,24,2,20,No             ,Offer zero-balance upgrade      
101050,34,Male  ,Bangalore      ,Salaried  ,51314,Savings,7,500,687,34,116,Yes,8,51,Yes,Rejected,2,5,Medium,69.2,279,No ,Yes            ,No ,No ,Yes,Ignored ,5365.42,59,22,2,65,Yes            ,Offer zero-balance upgrade      
101051,22,Male  ,Bhopal         ,Retired   ,84452,Current,4,18584,608,50,12,No ,10,54,No ,No Loan ,3,3,Medium,38.7,315,No ,Yes            ,Yes,No ,No ,Accepted,8965.96,55,24,2,15,No             ,Assign priority customer support
101053,45,Male  ,Bangalore      ,Student   ,55573,Current,3,37637,787,32,78,Yes,0,22,Yes,Approved,1,3,Low   ,29.9,506,No ,No             ,Yes,No ,Yes,Ignored ,11746.92,36,7,2,40,No             ,Send cashback offers            
101054,43,Male  ,Pune           ,Government,46939,Current,5,38894,599,43,35,No ,0,21,No ,No Loan ,1,3,Medium,76.1,300,No ,No             ,Yes,No ,Yes,Rejected,1202.12,35,7,1,35,No             ,Send cashback offers            
101058,32,Male  ,Kolkata        ,Freelancer,75021,Savings,1,29698,819,19,70,Yes,8,58,No ,No Loan ,0,1,Medium,21.1,93,No ,No             ,No ,Yes,No ,Accepted,1630.26,35,24,0,35,No             ,Cross-sell FD and insurance     
101059,28,Male  ,Chennai        ,Retired   ,36756,Salary ,12,17868,688,51,100,Yes,1,29,No ,No Loan ,2,4,High  ,43.02,759,Yes,Yes            ,Yes,No ,No ,Ignored ,10681.35,51,10,3,40,No             ,Send cashback offers            
101060,32,Female,Pune           ,Freelancer,71862,Savings,1,57827,660,4,67,Yes,12,60,No ,No Loan ,1,2,Medium,53.25,849,No ,Yes            ,Yes,No ,No ,Ignored ,8304.14,26,28,2,25,No             ,Loyalty rewards program         
101061,23,Female,Pune           ,Government,79411,Savings,10,58906,599,33,98,No ,9,93,No ,No Loan ,1,2,High  ,84.87,761,No ,Yes            ,Yes,Yes,No ,Ignored ,6642.29,25,37,2,35,No             ,Loyalty rewards program         
101062,60,Female,Bhopal         ,Business  ,49203,Salary ,12,65333,886,55,43,Yes,6,12,Yes,Rejected,2,5,Low   ,80.91,630,No ,Yes            ,No ,No ,Yes,Rejected,5341.52,27,8,2,20,No             ,Provide secured loan offer      
101063,61,Female,Pune           ,Student   ,66279,Salary ,8,500,670,78,13,Yes,10,25,No ,No Loan ,1,4,Medium,19.9,382,No ,No             ,Yes,No ,No ,Accepted,6843.96,54,15,1,30,No             ,Offer zero-balance upgrade      
101064,53,Female,Hyderabad      ,Salaried  ,77854,Salary ,1,500,681,55,69,Yes,11,36,Yes,Approved,3,3,High  ,65.92,169,No ,Yes            ,No ,No ,No ,Ignored ,314.6,64,19,2,60,Yes            ,Offer zero-balance upgrade      
101065,33,Female,Bhopal         ,Government,50089,Current,13,37998,533,46,10,Yes,25,84,No ,No Loan ,1,4,Low   ,44.46,409,Yes,Yes            ,No ,No ,No ,Ignored ,8699.22,36,44,2,10,No             ,Loyalty rewards program         
101066,64,Female,Hyderabad      ,Salaried  ,51878,Salary ,12,10758,701,26,40,No ,13,1,Yes,Rejected,2,3,Medium,20.69,584,Yes,No             ,No ,Yes,No ,Rejected,2170.43,54,9,2,20,No             ,Provide secured loan offer      
101067,27,Male  ,Chennai        ,Salaried  ,15000,Savings,6,61206,719,56,43,Yes,15,55,Yes,Approved,0,3,Low   ,92.63,229,No ,Yes            ,Yes,No ,No ,Rejected,11378.2,19,28,3,0,No             ,Loyalty rewards program         
101068,40,Male  ,Kolkata        ,Retired   ,67563,Current,4,72326,693,32,119,Yes,0,29,No ,No Loan ,1,3,High  ,41.26,995,No ,No             ,Yes,Yes,No ,Accepted,11482.21,18,9,1,50,Yes            ,Send cashback offers            
101069,39,Male  ,Chennai        ,Salaried  ,67847,Salary ,13,38864,644,12,80,Yes,10,44,No ,No Loan ,3,6,High  ,38.27,192,Yes,Yes            ,No ,Yes,No ,Accepted,12030.61,45,21,2,40,No             ,Assign priority customer support
101070,31,Female,Pune           ,Student   ,76862,Savings,13,36316,653,1,81,Yes,10,3,No ,No Loan ,1,1,Low   ,40.34,655,No ,Yes            ,Yes,Yes,No ,Accepted,11205.72,36,7,2,25,No             ,Loyalty rewards program         
101071,42,Female,Chennai        ,Freelancer,98561,Salary ,1,77220,718,4,2,Yes,13,36,Yes,Rejected,0,1,High  ,73.44,484,No ,Yes            ,Yes,Yes,Yes,Ignored ,13867.27,11,20,3,20,No             ,Provide secured loan offer      
101072,41,Female,Pune           ,Government,56036,Salary ,13,26300,820,23,104,Yes,6,24,Yes,Rejected,0,1,Medium,13.01,618,No ,No             ,Yes,Yes,No ,Accepted,6033.33,36,12,2,45,Yes            ,Provide secured loan offer      
101075,47,Female,Chennai        ,Student   ,83785,Current,12,20926,611,66,24,Yes,13,44,No ,No Loan ,0,1,Medium,61.51,935,No ,No             ,No ,No ,Yes,Rejected,9247.97,39,23,0,10,No             ,Cross-sell FD and insurance     
101076,38,Female,Chennai        ,Government,76490,Savings,14,91496,608,52,16,Yes,4,55,Yes,Rejected,2,3,Low   ,84.45,674,No ,No             ,Yes,No ,No ,Accepted,11667.64,14,21,2,20,No             ,Provide secured loan offer      
101077,27,Male  ,Hyderabad      ,Business  ,77058,Current,14,63832,780,5,63,Yes,20,61,Yes,Approved,2,3,Low   ,12.44,518,No ,No             ,No ,Yes,No ,Ignored ,14969.31,28,33,1,35,No             ,Cross-sell FD and insurance     
101078,29,Male  ,Bhopal         ,Business  ,42004,Salary ,10,36278,783,54,53,Yes,10,38,No ,No Loan ,1,2,High  ,79.12,135,No ,No             ,Yes,Yes,No ,Accepted,14494.54,36,19,1,10,No             ,Cross-sell FD and insurance     
101079,30,Male  ,Bhopal         ,Salaried  ,51401,Savings,2,69612,610,41,4,No ,0,19,No ,No Loan ,2,2,High  ,72.87,0,No ,No             ,Yes,No ,No ,Accepted,14629.32,25,6,1,25,No             ,Send cashback offers            
101080,34,Male  ,Chennai        ,Freelancer,74971,Salary ,2,38148,586,66,86,Yes,0,40,No ,No Loan ,0,0,High  ,48.11,488,No ,Yes            ,Yes,No ,No ,Rejected,13002.45,30,13,2,50,Yes            ,Send cashback offers            
101081,50,Male  ,Delhi          ,Salaried  ,105362,Current,9,106036,664,64,66,Yes,23,27,No ,No Loan ,2,5,High  ,27.98,241,No ,No             ,No ,Yes,Yes,Rejected,3823.86,6,24,0,35,No             ,Cross-sell FD and insurance     
101082,26,Female,Delhi          ,Government,30940,Current,3,41259,776,53,112,Yes,13,39,Yes,Rejected,3,6,Medium,43.88,531,No ,Yes            ,Yes,No ,No ,Accepted,4185.77,44,21,3,60,Yes            ,Provide secured loan offer      
101083,25,Male  ,Pune           ,Student   ,40490,Salary ,8,53081,682,63,102,Yes,16,21,No ,No Loan ,2,5,Medium,70.97,709,No ,No             ,No ,No ,Yes,Accepted,4437.2,33,17,0,35,No             ,Cross-sell FD and insurance     
101085,60,Male  ,Mumbai         ,Freelancer,26221,Current,12,37650,642,24,102,Yes,15,55,No ,No Loan ,2,2,Medium,22.49,666,No ,No             ,Yes,No ,Yes,Rejected,4459.3,41,28,1,35,No             ,Cross-sell FD and insurance     
101086,39,Female,Mumbai         ,Salaried  ,19155,Current,5,33339,598,55,43,Yes,9,24,No ,No Loan ,2,5,Medium,21.49,325,No ,No             ,Yes,No ,Yes,Rejected,6702.22,43,14,1,20,No             ,Cross-sell FD and insurance     
101087,24,Female,Delhi          ,Student   ,61642,Savings,9,42658,630,55,25,Yes,6,25,No ,No Loan ,2,4,High  ,85.62,441,No ,No             ,Yes,No ,No ,Accepted,9741.56,38,12,1,10,No             ,Cross-sell FD and insurance     
